candidate_id,testcase_class,source_file
22,tests.python.relay.test_op_level4::test_dyn_strided_slice,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level4.py
23,tests.python.relay.test_pass_plan_devices::test_higher_order,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_plan_devices.py
24,tests.python.frontend.onnx.test_forward::test_forward_max,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/onnx/test_forward.py
25,tests.python.relay.test_vm_serialization::test_if,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_vm_serialization.py
26,tests.python.relay.test_op_level3::test_isfinite,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level3.py
27,tests.python.unittest.test_auto_scheduler_sketch_generation::test_cpu_max_pool2d_sketch,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_sketch_generation.py
28,tests.python.contrib.test_bnns.test_pooling::test_codegen_global_pooling,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_bnns/test_pooling.py
29,tests.python.unittest.test_arith_deduce_bound::test_deduce,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_arith_deduce_bound.py
30,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_basic,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
31,tests.python.relay.test_vm::test_vm_reshape_and_copy,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_vm.py
32,tests.python.driver.tvmc.test_autotuner::test_tune_tasks__tuner__xgb__no_tuning_records,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/driver/tvmc/test_autotuner.py
33,tests.python.frontend.mxnet.test_forward::test_forward_squeeze,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/mxnet/test_forward.py
34,tests.python.frontend.caffe.test_forward::test_forward_Embed,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/caffe/test_forward.py
35,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_basic_spawn,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
36,tests.python.frontend.mxnet.test_forward::test_forward_pooling3d,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/mxnet/test_forward.py
37,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_cuda_xgbmodel_rpc_runner,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
38,tests.python.unittest.test_auto_scheduler_cost_model::test_xgb_model,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_cost_model.py
39,tests.python.unittest.test_te_schedule_ops::test_schedule_tensor_compute1,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_te_schedule_ops.py
40,tests.python.contrib.test_ethosn.test_addition::test_addition_failure,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_ethosn/test_addition.py
41,tests.python.contrib.test_onnx::test_squeeze,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_onnx.py
42,tests.python.unittest.test_tir_nodes::test_isnan,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_nodes.py
43,tests.python.frontend.tensorflow2.test_functional_models::test_if,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/tensorflow2/test_functional_models.py
44,tests.python.unittest.test_tir_schedule_cache_read_write::test_cache_read_fail_multi_producer,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_schedule_cache_read_write.py
45,tests.python.unittest.test_tvm_testing_features::test_uses_uncacheable,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tvm_testing_features.py
46,tests.python.topi.python.test_topi_broadcast::test_maximum_minmum,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_broadcast.py
47,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_xgbmodel,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
48,tests.python.relay.test_op_level2::test_uses_intrinsic,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level2.py
49,tests.python.unittest.test_tir_transform_storage_flatten::test_flatten_prefetch,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_transform_storage_flatten.py
50,tests.python.relay.test_ir_structural_equal_hash::test_incomplete_type_sequal,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_ir_structural_equal_hash.py
51,tests.python.relay.test_expr_functor::test_match_completeness,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_expr_functor.py
52,tests.python.contrib.test_ethosu.test_vela_api::test_pack_biases,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_ethosu/test_vela_api.py
53,tests.python.relay.test_pass_plan_devices::test_free_on_device,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_plan_devices.py
54,tests.python.relay.test_pass_plan_devices::test_alloc_tensor,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_plan_devices.py
55,tests.python.contrib.test_bnns.test_conv2d_patterns::test_pattern_conv2d_with_bias_add,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_bnns/test_conv2d_patterns.py
56,tests.python.topi.python.test_topi_conv2d_int8::test_conv2d_nchw,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_conv2d_int8.py
57,tests.python.frontend.coreml.test_forward::test_forward_l2_normalize,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/coreml/test_forward.py
58,tests.python.frontend.tensorflow2.test_functional_models::test_stateless_while,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/tensorflow2/test_functional_models.py
59,tests.python.topi.python.test_topi_transform::test_gather_nd,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_transform.py
60,tests.python.relay.test_op_level2::test_conv2d_transpose_infer_type,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level2.py
61,tests.python.unittest.test_te_hybrid_script::test_bool,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_te_hybrid_script.py
62,tests.python.contrib.test_verilator.test_verilator_ops::test_add,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_verilator/test_verilator_ops.py
63,tests.python.relay.test_pass_partial_eval::test_triangle_number,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_partial_eval.py
64,tests.python.contrib.test_verilator.test_mobilenet::test_mobilenet,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_verilator/test_mobilenet.py
65,tests.python.relay.test_dataflow_pattern::test_no_match_op_attr,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_dataflow_pattern.py
66,tests.python.unittest.test_auto_scheduler_cost_model::test_random_model,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_cost_model.py
67,tests.python.relay.test_pass_combine_parallel_conv2d::test_combine_parallel_conv2d_multiple_blocks,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_combine_parallel_conv2d.py
68,tests.python.relay.test_pass_fold_scale_axis::test_fold_bwd_dual_consumer,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_fold_scale_axis.py
69,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_cuda_rpc_runner,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
70,tests.python.frontend.tflite.test_forward::test_forward_convolution,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/tflite/test_forward.py
71,tests.python.relay.test_dataflow_pattern::test_FunctionPattern,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_dataflow_pattern.py
72,tests.python.unittest.test_arith_detect_linear_equation::test_multivariate,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_arith_detect_linear_equation.py
73,tests.python.relay.test_pass_legalize_tensorcore::test_legalize_conv2d_HWNC,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_pass_legalize_tensorcore.py
74,tests.python.relay.test_op_level2::test_uses_vectorized_instruction,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level2.py
75,tests.python.relay.test_any::test_any_conv2d_NCHWc,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_any.py
76,tests.python.relay.test_any::test_any_consecutive_broadcast,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_any.py
77,tests.python.unittest.test_ir_container::test_in_container,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_ir_container.py
78,tests.python.relay.test_op_level3::test_full_like,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_op_level3.py
79,tests.python.contrib.test_thrust::test_exclusive_scan,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_thrust.py
80,tests.python.unittest.test_auto_scheduler_feature::test_cpu_fusion,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_feature.py
81,tests.python.frontend.onnx.test_forward::test_flatten,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/onnx/test_forward.py
82,tests.python.relay.test_executor::test_list_executors,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_executor.py
83,tests.python.relay.test_dataflow_pattern::test_fuse_batchnorm,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_dataflow_pattern.py
84,tests.python.relay.test_backend_interpreter::test_equal,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_backend_interpreter.py
85,tests.python.frontend.pytorch.test_forward::test_stack,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/pytorch/test_forward.py
86,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_zero_rank,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
87,tests.python.frontend.pytorch.test_forward::test_forward_avgpool1d,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/pytorch/test_forward.py
88,tests.python.contrib.test_onnx::test_transpose,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_onnx.py
89,tests.python.topi.python.test_topi_depth_to_space::test_depth_to_space,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_depth_to_space.py
90,tests.micro.arduino.test_arduino_workflow::test_project_inference_runtime,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/micro/arduino/test_arduino_workflow.py
91,tests.python.frontend.tensorflow.test_forward::test_forward_spop,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/tensorflow/test_forward.py
92,tests.python.contrib.test_verilator.test_verilator_ops::test_bias_add,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_verilator/test_verilator_ops.py
93,tests.python.relay.test_vm::test_list_filter,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_vm.py
94,tests.python.unittest.test_tir_usmp_analysis_extract_bufferinfo::test_linear,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_usmp_analysis_extract_bufferinfo.py
95,tests.python.unittest.test_tir_intrin::test_ldexp,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_intrin.py
96,tests.python.unittest.test_meta_schedule_builder::test_build,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_meta_schedule_builder.py
97,tests.python.unittest.test_te_schedule_bound_inference_tiling::test_bound_tile_mod,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_te_schedule_bound_inference_tiling.py
98,tests.python.unittest.test_tir_nodes::test_float_bitwise,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_nodes.py
99,tests.python.unittest.test_tir_usmp_analysis_extract_bufferinfo::test_parallel_serial_mixed_for_loops,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_usmp_analysis_extract_bufferinfo.py
100,tests.python.topi.python.test_topi_transform::test_arange,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_transform.py
101,tests.python.frontend.pytorch.test_forward::test_annotate_span,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/frontend/pytorch/test_forward.py
102,tests.python.topi.python.test_topi_dense_tensorcore::test_dense_tensorcore,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_dense_tensorcore.py
103,tests.python.relay.test_adt::test_length,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_adt.py
104,tests.python.unittest.test_tvmscript_syntax_sugar::test_syntax_sugar_fail,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tvmscript_syntax_sugar.py
105,tests.python.contrib.test_popen_pool::test_popen_pool_executor_timeout,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/contrib/test_popen_pool.py
106,tests.python.unittest.test_tir_schedule_block_scope::test_elementwise_dependency,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_schedule_block_scope.py
107,tests.python.unittest.test_micro_model_library_format::test_export_model_library_format_c,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_micro_model_library_format.py
108,tests.python.relay.test_expr_functor::test_global,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/relay/test_expr_functor.py
109,tests.python.unittest.test_auto_scheduler_search_policy::test_sketch_search_policy_custom_sketch,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_search_policy.py
110,tests.python.unittest.test_auto_scheduler_measure::test_measure_local_builder_rpc_runner,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_auto_scheduler_measure.py
111,tests.python.unittest.test_node_reflection::test_env_func,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_node_reflection.py
112,tests.python.topi.python.test_topi_clip::test_clip,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/topi/python/test_topi_clip.py
113,tests.python.unittest.test_tir_specialize::test_specialize_mem_copy,/home/lili/TC_try/TVM_e29cf4/repo/tvm_git_e29cf4/tests/python/unittest/test_tir_specialize.py
